# simbad_id 	ra 		dec
RX J1609.5-2105	242.37628137113	-21.08303994472
SCR J0103-5515	15.898563	-55.2656231
[PS78] 191	20.71223174261	-24.66408073843
2MASS J02192210-3925225	34.84212664768	-39.42292776036
2MASS J04372171+2651014	69.34051071299	26.85041703158
2MASS J04414489+2301513	70.43707110527	23.03094105986
TWA 27	181.88944813535	-39.54833795144
PM J22364+4751	339.10219092657	47.86181416292
* 51 Eri	69.40055253787	-2.47354881285
V* AB Aur	73.94102455509	30.55119224362
HD 44627	94.80380435413	-58.05431313728
V* AF Lep	81.76984720067	-11.9009627784
BD+60 1417	190.88863432025	60.01463978219
CFBDS J145829+101343	224.622503	10.228253
CFHTWIR-Oph 98	246.934277	-23.98115
CHXR 73	166.61985055904	-77.62587226417
L 34-26	117.30282628863	-76.70186536341
V* CT Cha	166.03791219035	-76.45536938324
V* DH Tau	67.42313556393	26.54947959989
EM* SR 12	246.83127282885	-24.6945596745847
V* FU Tau	65.89746340108	25.05076264505
* e Vir	199.19381191438	9.4241555943461
V* GQ Lup	237.30043908577	-35.65140503883
GSC 06214-00210	245.477782048	-20.71920571986
V* GU Psc	18.14605149797	17.0654366437
HD 100546	173.35600369679	-70.19478924943
HD 106906	184.47163129331	-55.9755258409
HD 113337	195.44552872286	63.61022100515
HD 169142	276.12408328811	-29.78036872238
HD 203030	319.74258154051	26.23054470251
HD 206893	326.34127188872	-12.78335022351
HD 95086	164.26258988328	-68.66734700448
HD 28736	68.02003578571	5.4100411573
HD 116434	201.15040723346	-51.5044568644
HD 136164	230.055804362	-34.92543726585
HD 143567	240.48106137318	-21.98038858358
HD 144844	242.18216786059	-23.68541207257
HD 149274	248.80766369424	-35.72464600312
* b03 Cyg	303.63346814201	36.80630580809
V* HN Peg	326.13054144214	14.7719398035
HD 50571	102.504229692	-60.24914479466
HD 218396	346.86964883731	21.13425299097
EM* LkCa 15	69.82412984284	22.35094169194
HD 36112	82.61470234585	25.33252119132
NAME Oph 11	245.605058	-24.087208
CD-40 8434	212.04231062531	-41.3979370253
V* PZ Tel	283.27447294041	-50.18052706588
ROXs 12	246.61683194794	-25.44658818892
ROXs 42B	247.81257635834	-24.54547640136
BD+13 2618	195.19398619309	12.3757436749731
TYC 8998-760-1	201.30052621045	-64.93908027213
2MASS J15562491-2541202	239.10380737969	-25.68895086166
UScoCTIO 108	241.47530617057	-18.31232675505
SIPS J1256-1257	194.00889043606	-12.9560900852814
L 97-3	121.7239735704	-66.3046391875189
WISE J033605.05-014350.4	54.021051	-1.73069
WISE J121756.90+162640.8	184.487117	16.444677
ASAS J112755-6625.9	171.98064432233	-66.4345832109113
* b Cen	220.48996060458	-37.7934945001278
* bet Pic	86.8211987087	-51.0665114264
* gam Cep	354.83712672241	77.63236410594
* kap And	355.1021151333	44.3339323875
* mu.02 Sco	253.0839388325	-38.0175349553
HD 38529	86.64547141187	1.1681952638500
* q01 Eri	25.62214382373	-53.7408309592400
HD 82943	143.71139711343	-12.1295470006100
HD 197481	311.28971873922	-31.3408994138447
* n Her	248.14868926945	5.52121993599
RX J1609.5-2105	242.3762813711299	-21.08303994472
RX J0342.5+1216	55.63259755285	12.27291105948
PM J23515+3127	357.89030782066	31.45639518803
SCR J0103-5515	15.898563	-55.2656231
2MASS J02192210-3925225	34.84212664768	-39.42292776036
2MASS J04414489+2301513	70.43707110527	23.03094105986
2MASS J21402931+1625183	325.12217462784	16.42169365964
2MASSW J2206228-204705	331.59512406086	-20.78516605282
PM J22364+4751	339.10219092657	47.86181416292
ASAS J212528-8138.5	321.36450211283	-81.64102552832
2MASS J04372171+2651014	69.34051071299	26.85041703158
2MASS J08381155+1511155	129.548139	15.187642
